Артикул,Описание,Название товара,Размер,Фото по ссылке,Цена,Наличие,Отображать на сайте
1021,"=== РАЗМЕР 90 ===
длина 49 см
шаговый 27,5 см
бедра 31,5 см
=== РАЗМЕР 100 ===
длина 57 см
шаговый 36 см
бедра 33 см
=== РАЗМЕР 110 ===
длина 64 см
шаговый 40 см
бедра 34,5 см
=== РАЗМЕР 130 ===
длина 68 см
шаговый 42 см
бедра 37 см
джинсы
материал - джинс
пояс-резинка
видео-обзор
https://drive.google.com/file/d/1TTI9Z0B4sJdWqEjhq0g0CjR8S5s3DC7e/view?usp=sharing",Джинсы You are голубые 1021,"100
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/dzhinsi-you-are-blakitni-1021-8631-1051x1051.jpg,375грн.,На складе,Да
1019,"=== РАЗМЕР 90 ===
длина 49 см
шаговый 28 см
бедра 31 см
=== РАЗМЕР 90/1 ===
длина 51 см
шаговый 28,5 см
бедра 32 см
=== РАЗМЕР 100/1 ===
длина 54 см
шаговый 30 см
бедра 33 см
=== РАЗМЕР 100 ===
длина 55 см
шаговый 32 см
бедра 33,5 см
=== РАЗМЕР 110 ===
длина 59 см
шаговый 34,5 см
бедра 35,5 см
=== РАЗМЕР 120 ===
длина 66 см
шаговый 42,5 см
бедра 36 см
=== РАЗМЕР 130 ===
длина 70 см
шаговый 46 см
бедра 36 см
джинсы
материал-джинс
пояс-резинка
дырки сквозные
видео-обзор
https://drive.google.com/file/d/1OQBhu8bDgQcclslkSzKSTL2nSiNXezbK/view?usp=sharing",Джинсы голубые 1019,"120
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/dzhinsi-blakitni-1019-8629-1051x1051.jpg,360грн.,На складе,Да
1018,"=== РАЗМЕР 90 ===
длина 49 см
шаговый 27,5 см
бедра 28,5 см
=== РАЗМЕР 100 ===
длина 55 см
шаговый 31 см
бедра 30,5 см
=== РАЗМЕР 110 ===
длина 61 см
шаговый 35 см
бедра 33 см
=== РАЗМЕР 120 ===
длина 64 см
шаговый 38 см
бедра 34 см
=== РАЗМЕР 120/1 ===
длина 65 см
шаговый 39 см
бедра 34 см
=== РАЗМЕР 130 ===
длина 69 см
шаговый 42 см
бедра 35 см
брюки
тонкий коттон-стрейч
пояс-резинка
видео-обзор
https://drive.google.com/file/d/1OUZDGlei5vMQMKZB2cyMv2V3G0v2vcCk/view?usp=sharing",Штаны для мальчика камуфляж 1018,"90
 - 2 шт.
100
 - 1 шт.
120/1
 - 1 шт.
120
 - нет на складе.
130
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/shtani-dlya-hlopchika-kamuflyazh-1018-8628-1051x1051.jpg,350грн.,На складе,Да
1017,"=== РАЗМЕР 100 ===
длина 58 см
шаговый 36 см
бедра 32 см
=== РАЗМЕР 110 ===
длина 63 см
шаговый 40 см
ноги 33 см
джинсы
материал-джинс
пояс-резинка
дырки сквозные
видео-обзор
https://drive.google.com/file/d/1OUuIqaoocO5rHK8Uo9F82QDHQjwtHKyg/view?usp=sharing",Джинсы для мальчика 1017,"110
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/dzhinsi-dlya-hlopchika-1017-8627-1051x1051.jpg,350грн.,На складе,Да
1012,"=== РАЗМЕР 80 ===
КОФТА
длина 31 см
ширина 29 см
плечи 23 см
рукав от плеча 28,5 см
штаны
длина 44 см
шаговый 26,5 см
=== РАЗМЕР 90 ===
КОФТА
длина 34 см
ширина 29,5 см
плечи 24 см
рукав от плеча 30,5 см
штаны
длина 48 см
шаговый 30 см
=== РАЗМЕР 100 ===
КОФТА
длина 36 см
ширина 30 см
плечи 24,5 см
рукав от плеча 33 см
штаны
длина 52 см
шаговый 31 см
=== РАЗМЕР 110 ===
КОФТА
длина 38,5 см
ширина 31,5 см
плечи 25,5 см
рукав от плеча 34,5 см
штаны
длина 54 см
шаговый 33 см
костюм
кофта + брюки
хлопок
производитель Турция
видео-обзор
https://drive.google.com/file/d/1LwB3HNioHfDTF4_oGGZ7uqTQl27gY-gM/view?usp=sharing",Костюм для мальчика красный Rabbit 1012,"80
 - 1 шт.
110
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kostyum-dlya-hlopchika-chervoniy-rabbit-1012-8616-1051x1051.jpg,390грн.,На складе,Да
1011,"=== РАЗМЕР 80 ===
КОФТА
длина 31 см
ширина 28 см
плечи 22,5 см
рукав от плеча 28,5 см
штаны
длина 45 см
шаговый 27 см
=== РАЗМЕР 90 ===
КОФТА
длина 33 см
ширина 28,5 см
плечи 23 см
рукав от плеча 30 см
штаны
длина 49 см
шаговый 29,5 см
=== РАЗМЕР 100 ===
КОФТА
длина 36 см
ширина 31 см
плечи 24,5 см
рукав от плеча 31,5 см
штаны
длина 51 см
шаговый 31 см
=== РАЗМЕР 110 ===
КОФТА
длина 39 см
ширина 31 см
плечи 25,5 см
рукав от плеча 33 см
штаны
длина 55 см
шаговый 34 см
костюм
кофта + брюки
хлопок
производитель Турция
",Костюм для мальчика синий Rabbit 1011,"80
 - 1 шт.
90
 - 1 шт.
110
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kostyum-dlya-hlopchika-siniy-rabbit-1011-8615-1051x1051.jpg,390грн.,На складе,Да
1006,"=== РОЗМІР 92 ===
КОФТА
довжина 35 см
ширина 30,5 см
плечі 25,5 см
рукав від плеча 30,5 см
ШТАНИ
довжина 50 см
кроковий 32 см
=== РОЗМІР 98 ===
КОФТА
довжина 37 см
ширина 31,5 см
плечі 26 см
рукав від плеча 32,5 см
ШТАНИ
довжина 54 см
кроковий 34,5 см
=== РОЗМІР 104 ===
КОФТА
довжина 40 см
ширина 32,5 см
плечі 26,5 см
рукав від плеча 35,5 см
ШТАНИ
довжина 57 см
кроковий 37 см
=== РОЗМІР 110 ===
КОФТА
довжина 42 см
ширина 33,5 см
плечі 28,5 см
рукав від плеча 37 см
ШТАНИ
довжина 61 см
кроковий 38,5 см
костюм
кофта + штани
бавовна
виробник Туреччина
видео-обзор
https://drive.google.com/file/d/1M3Snu3cCYilp23tyFWOyTWcMRnT6sf4n/view?usp=sharing",Костюм для мальчика красный Nyc 1006,"104
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kostyum-dlya-hlopchika-chervoniy-nyc-1006-8610-1051x1051.jpg,350грн.,На складе,Да
1003,"=== РАЗМЕР 74 ===
КОФТА
длина 27,5 см
ширина 25,5 см
плечи 23 см
рукав от плеча 26,5 см
штаны
длина 44 см
шаговый 25 см
=== РАЗМЕР 80 ===
КОФТА
длина 30,5 см
ширина 26 см
плечи 25,5 см
рукав от плеча 30 см
штаны
длина 45 см
шаговый 24 см
=== РАЗМЕР 86 ===
КОФТА
длина 33 см
ширина 27 см
плечи 25 см
рукав от плеча 28 см
штаны
длина 47 см
шаговый 25,5 см
костюм
кофта + брюки
хлопок
производитель Турция
",Костюм мальчику StarBoy 1003,"74
 - 1 шт.
80
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kostyum-hlopchiku-starboy-1003-8607-1051x1051.jpg,400грн.,На складе,Да
1002,"=== РАЗМЕР 90 ===
длина 36 см
ширина 29,5 см
плечи 26 см
рукав от плеча 31 см
=== РАЗМЕР 105 ===
длина 40 см
ширина 31.5 см
плечи 27,5 см
рукав от плеча 33,5 см
=== РАЗМЕР 110 ===
длина 42,5 см
ширина 32,5 см
плечи 28 см
рукав от плеча 34 см
=== РАЗМЕР 110/1 ===
длина 40 см
ширина 32 см
плечи 27,5 см
рукав от плеча 33,5 см
=== РАЗМЕР 120 ===
длина 44,5 см
ширина 34 см
плечи 30 см
рукав от плеча 36,5 см
рубашка
утепленная
байка
внутри меховушка
",Утепленная рубашка Панда синяя 1002,"105
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/uteplena-sorochka-panda-sinya-1002-8606-1051x1051.jpg,330грн.,На складе,Да
1001,"=== РАЗМЕР 90 ===
длина 38 см
ширина 29 см
плечи 24,5 см
рукав от плеча 30,5 см
=== РАЗМЕР 100 ===
длина 40 см
ширина 31 см
плечи 26 см
рукав от плеча 32,5 см
=== РАЗМЕР 105 ===
длина 42,5 см
ширина 31,5 см
плечи 27 см
рукав от плеча 33,5 см
=== РАЗМЕР 110 ===
длина 44 см
ширина 33,5 см
плечи 27,5 см
рукав от плеча 35,5 см
=== РАЗМЕР 120 ===
длина 44 см
ширина 34 см
плечи 29,5 см
рукав от плеча 38,5 см
=== РАЗМЕР 130 ===
длина 46,5 см
ширина 34,5 см
плечи 30 см
рукав от плеча 39,5 см
рубашка
утепленная
байка
внутри плюш

",Утепленная рубашка SweаtBN желтая 4972,"90
 - 2 шт.
105
 - 1 шт.
110
 - 2 шт.
120
 - 2 шт.
130
 - 2 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/uteplena-sorochka-sweatbn-1001-8605-1051x1051.jpg,320грн.,На складе,Да
1000,"=== РАЗМЕР 80 ===
КОФТА
длина 31 см
ширина 28 см
плечи 24,5 см
рукав от плеча 30 см
РЕГЛАН
длина 30,5 см
ширина 26,5 см
плечи 22,5 см
рукав от плеча 26,5 см
штаны
длина 43,5 см
шаговый 24 см
=== РАЗМЕР 90 ===
КОФТА
длина 33,5 см
ширина 29,5 см
плечи 25 см
рукав от плеча 33 см
РЕГЛАН
длина 32 см
ширина 28 см
плечи 24 см
рукав от плеча 29 см
штаны
длина 47 см
шаговый 28 см
=== РАЗМЕР 100 ===
КОФТА
длина 36,5 см
ширина 30 см
плечи 26,5 см
рукав от плеча 36 см
РЕГЛАН
длина 33 см
ширина 29 см
плечи 25,5 см
рукав от плеча 30 см
штаны
длина 52 см
шаговый 31 см
=== РАЗМЕР 110 ===
КОФТА
длина 37,5 см
ширина 31 см
плечи 28 см
рукав от плеча 38 см
РЕГЛАН
длина 36 см
ширина 29,5 см
плечи 26 см
рукав от плеча 34 см
штаны
длина 54 см
шаговый 32,5 см
Костюм-тройка
кофта + реглан + брюки
хлопок
производитель Турция
ЦВЕТ темно-синий
",Спортивный костюм-тройка для мальчика Space темно-синий 1000,"80
 - 1 шт.
90
 - 1 шт.
110
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/sportivniy-kostyum-triyka-dlya-hlopchika-space-temno-siniy-1000-8604-1051x1051.jpg,420грн.,На складе,Да
4999,"=== РАЗМЕР 90 ===
длина 36 см
ширина 29 см
плечи 24 см
рукав от плеча 28,5 см
=== РАЗМЕР 100 ===
длина 38,5 см
ширина 30.5 см
плечи 26 см
рукав от плеча 30 см
=== РАЗМЕР 105 ===
длина 40 см
ширина 31.5 см
плечи 27 см
рукав от плеча 32,5 см
=== РАЗМЕР 110 ===
длина 42 см
ширина 33 см
плечи 29 см
рукав от плеча 35,5 см
=== РАЗМЕР 110/1 ===
длина 41.5 см
ширина 33 см
плечи 28 см
рукав от плеча 34 см
=== РАЗМЕР 120 ===
длина 44,5 см
ширина 33,5 см
плечи 29.5 см
рукав от плеча 36 см
рубашка
утепленная
байка
внутри меховушка
",Утепленнач рубашка Панда красная 4999,"105
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/uteplena-sorochka-panda-chervona-4999-8603-1051x1051.jpg,330грн.,На складе,Да
4988,"=== РАЗМЕР 90 ===
длина 34 см
ширина 28.5 см
плечи 25 см
рукав от плеча 27 см
=== РАЗМЕР 100 ===
длина 37,5 см
ширина 29.5 см
плечи 25 см
рукав от плеча 31 см
=== РАЗМЕР 105 ===
длина 41 см
ширина 33 см
плечи 27 см
рукав от плеча 34 см
=== РАЗМЕР 110 ===
длина 43 см
ширина 33 см
плечи 28 см
рукав от плеча 36 см
=== РАЗМЕР 120 ===
длина 43 см
ширина 33,5 см
плечи 28 см
рукав от плеча 35.5 см
=== РАЗМЕР 130 ===
длина 47 см
ширина 33.5 см
плечи 30 см
рукав от плеча 39.5 см
рубашка
утепленная
байка
внутри плюш
",Утепленнач рубашка Dog зеленая 4998,"90
 - 2 шт.
100
 - 2 шт.
105
 - 2 шт.
110
 - 2 шт.
120
 - 2 шт.
130
 - 2 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/uteplena-sorochka-dog-zelena-4998-8602-1051x1051.jpg,330грн.,На складе,Да
4997,"=== РАЗМЕР 90 ===
длина 35.5 см
ширина 31 см
плечи 26,5 см
рукав от плеча 30 см
=== РАЗМЕР 100 ===
длина 38,5 см
ширина 32.5 см
плечи 27 см
рукав от плеча 31 см
=== РАЗМЕР 105 ===
длина 40.5 см
ширина 34 см
плечи 28,5 см
рукав от плеча 34 см
=== РАЗМЕР 110 ===
длина 42 см
ширина 33.5 см
плечи 28,5 см
рукав от плеча 33,5 см
=== РАЗМЕР 120 ===
длина 44,5 см
ширина 36 см
плечи 28 см
рукав от плеча 35.5 см
=== РАЗМЕР 130 ===
длина 48.5 см
ширина 38.5 см
плечи 33 см
рукав от плеча 41.5 см
рубашка
утепленная
байка
внутри плюш

",Утепленная рубашка Giraffe 4997,"90
 - 2 шт.
100
 - 2 шт.
105
 - 1 шт.
110
 - 2 шт.
120
 - 2 шт.
130
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/uteplena-sorochka-giraffe-4997-8601-1051x1051.jpg,330грн.,На складе,Да
4996,"=== РОЗМІР 74 ===
піджак
довжина 30,5 см
ширина 24,5 см
плечі 19,5 см
рукав від плеча 26 см
КОФТА
довжина 30 см
ширина 25 см
плечі 21 см
рукав від плеча 25,5 см
штани
довжина 44,5 см
кроковий 25 см
=== РОЗМІР 80 ===
піджак
довжина 32 см
ширина 25,5 см
плечі 20,5 см
рукав від плеча 28,5 см
КОФТА
довжина 30,5 см
ширина 25 см
плечі 22,5 см
рукав від плеча 28 см
штани
довжина 46,5 см
кроковий 27 см
=== РОЗМІР 86 ===
піджак
довжина 34 см
ширина 26 см
плечі 21,5 см
рукав від плеча 31 см
КОФТА
довжина 33 см
ширина 26 см
плечі 24,5 см
рукав від плеча 30 см
штани
довжина 48,5 см
кроковий 29,5 см
=== РОЗМІР 92 ===
піджак
довжина 35 см
ширина 27 см
плечі 23,5 см
рукав від плеча 32 см
КОФТА
довжина 36 см
ширина 27 см
плечі 25,5 см
рукав від плеча 33 см
штани
довжина 51,5 см
кроковий 31,5 см
Костюм-трійка
піджак + кофта + штани
трикотаж + бавовна
виробник Туреччина

",Нарядний костюм-трійка для хлопчика 4996,"92
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/naryadniy-kostyum-triyka-dlya-hlopchika-4996-8600-1051x1051.jpg,400грн.,На складе,Да
4995,"=== РАЗМЕР 68 ===
КОФТА
длина 27 см
ширина 24 см
плечи 22 см
рукав от плеча 23,5 см
штаны
длина 32 см
шаговый 18 см
=== РАЗМЕР 74 ===
КОФТА
длина 27,5 см
ширина 25,5 см
плечи 22,5 см
рукав от плеча 25,5 см
штаны
длина 35,5 см
шаговый 19,5 см
=== РАЗМЕР 80 ===
КОФТА
длина 29,5 см
ширина 26 см
плечи 23,5 см
рукав от плеча 27 см
штаны
длина 38,5 см
шаговый 22,5 см
Костюм-двойка
кофта + брюки
хлопок + трикотаж
производитель Турция
",Нарядный костюм-двойка для мальчика 4995,"68
 - 1 шт.
80
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/naryadniy-kostyum-dviyka-dlya-hlopchika-4995-8599-1051x1051.jpg,350грн.,На складе,Да
4994,"=== РАЗМЕР 68 ===
КОФТА
длина 26,5 см
ширина 24 см
плечи 21 см
рукав от плеча 24 см
штаны
длина 32,5 см
шаговый 18 см
=== РАЗМЕР 74 ===
КОФТА
длина 28,5 см
ширина 25 см
плечи 21,5 см
рукав от плеча 26,5 см
штаны
длина 35 см
шаговый 20 см
=== РАЗМЕР 80 ===
КОФТА
длина 29,5 см
ширина 26 см
плечи 23,5 см
рукав от плеча 27,5 см
штаны
длина 39 см
шаговый 23 см
Костюм-двойка
кофта + брюки
хлопок + трикотаж
производитель Турция
",Нарядный костюм-двойка для мальчика 4994,"68
 - 1 шт.
74
 - 2 шт.
80
 - 2 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/naryadniy-kostyum-dviyka-dlya-hlopchika-4994-8598-1051x1051.jpg,350грн.,На складе,Да
4988,"=== РАЗМЕР 104 ===
КОФТА
длина 38 см
ширина 31,5 см
плечи 28 см
рукав от плеча 34 см
штаны
длина 58 см
шаговый 36 см
=== РАЗМЕР 110 ===
КОФТА
длина 40 см
ширина 32 см
плечи 28,5 см
рукав от плеча 36 см
штаны
длина 60 см
шаговый 40 см
=== РАЗМЕР 116 ===
КОФТА
длина 41 см
ширина 33,5 см
плечи 29 см
рукав от плеча 36,5 см
штаны
длина 64 см
шаговый 43 см
костюм
кофта + брюки
хлопок
Производитель Турция
",Костюм для мальчика Bear серый 4988,"104
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kostyum-dlya-hlopchika-bear-siriy-4988-8591-1051x1051.jpg,390грн.,На складе,Да
4985,"=== РАЗМЕР 80 ===
КОФТА
длина 28 см
ширина 28 см
плечи 23 см
рукав от плеча 22,5 см
штаны
длина 40 см
шаговый 24 см
=== РАЗМЕР 90 ===
КОФТА
длина 29,5 см
ширина 28 см
плечи 23,5 см
рукав от плеча 24 см
штаны
длина 44,5 см
шаговый 29 см
=== РАЗМЕР 100 ===
КОФТА
длина 30 см
ширина 29 см
плечи 24,5 см
рукав от плеча 26 см
штаны
длина 48 см
шаговый 31 см
",Костюм для мальчика камуфляж желтый 4985,"80
 - 1 шт.
90
 - 1 шт.
100
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kostyum-dlya-hlopchika-kamuflyazh-zhovtiy-4985-8586-1051x1051.jpg,350грн.,На складе,Да
