Артикул,Описание,Название товара,Размер,Фото по ссылке,Цена,Наличие,Отображать на сайте
4717,"===РАЗМЕР 80===
КОФТА
длина 35 см
ширина 26 см
плечи 23 см
рукав от плеча 27 см
ШТАНЫ
длина 44 см
шаговый 28 см 
===РАЗМЕР 90===
КОФТА
длина 36 см
ширина 28 см
плечи 25 см
рукав от плеча 29 см
ШТАНЫ
длина 46 см
шаговый 28 см 
===РАЗМЕР 100===
КОФТА
длина 38 см
ширина 30 см
плечи 26 см
рукав от плеча 32 см
ШТАНЫ
длина 51 см
шаговый 29 см 
===РАЗМЕР 110===
КОФТА
длина 40 см
ширина 32 см
плечи 28 см
рукав от плеча 34 см
ШТАНЫ
длина 57 см
шаговый 35 см 
===РАЗМЕР 120===
КОФТА
длина 44 см
ширина 36 см
плечи 30 см
рукав от плеча 36 см
ШТАНЫ
длина 66 см
шаговй 40 см
Пижама
утепленная
микроплюш
",Утепленная пижама Sunny 4717,"120
 - 2 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/uteplena-pizhama-sunny-4717-8094-1051x1051.jpg,300грн.,На складе,Да
4700,"===РАЗМЕР 80===
КОФТА
длина 34 см
ширина 27 см
плечи 24 см
рукав от плеча 28 см
ШТАНЫ
длина 46 см
шаговый 27 см 
===РАЗМЕР 90===
КОФТА
длина 36 см
ширина 29 см
плечи 26 см
рукав от плеча 31 см
ШТАНЫ
длина 49 см
шаговый 31 см 
===РАЗМЕР 100===
КОФТА
длина 39 см
ширина 31 см
плечи 27 см
рукав от плеча 30 см
ШТАНЫ
длина 52 см
шаговый 32 см 
===РАЗМЕР 110===
КОФТА
длина 45 см
ширина 32 см
плечи 29 см
рукав от плеча 33 см
ШТАНЫ
длина 58 см
шаговый 38 см 
===РАЗМЕР 120===
КОФТА
длина 47 см
ширина 34 см
плечи 31 см
рукав от плеча 36 см
ШТАНЫ
длина 68 см
шаговй 41 см
Пижама
утепленная
микроплюш
",Утепленная пижама Abc 4700,"110
 - 1 шт.      
120
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/uteplena-pizhama-abc-4700-8077-1051x1051.jpg,300грн.,На складе,Да
4699,"===РАЗМЕР 80===
КОФТА
длина 34 см
ширина 26 см
плечи 24 см
рукав от плеча 26 см
ШТАНЫ
длина 45 см
шаговый 27 см 
===РАЗМЕР 90===
КОФТА
длина 36 см
ширина 29 см
плечи 26 см
рукав от плеча 30 см
ШТАНЫ
длина 49 см
шаговый 29 см 
===РАЗМЕР 100===
КОФТА
длина 39 см
ширина 30 см
плечи 28 см
рукав от плеча 32 см
ШТАНЫ
длина 54 см
шаговый 33 см 
===РАЗМЕР 110===
КОФТА
длина 43 см
ширина 32 см
плечи 29 см
рукав от плеча 34 см
ШТАНЫ
длина 60 см
шаговый 38 см 
===РАЗМЕР 120===
КОФТА
длина 44 см
ширина 353 см
плечи 33 см
рукав от плеча 37 см
ШТАНЫ
длина 68 см
шаговй 40 см
Пижама
утепленная
микроплюш
",Утепленная пижама 4699,"120
 - 2 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/uteplena-pizhama-4699-8076-1051x1051.jpg,300грн.,На складе,Да
4686,"Размер
62 (3 мес)
68 (6 мес)
74 (9 мес)
80 (12 мес)
костюм
Боди+штаны+шапка
трехнитка+начес
Производитель Турция
",Комплект для малышей 4686,"62
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/komplekt-dlya-malyat-4686-8060-1051x1051.jpg,270грн.,На складе,Да
4684,"РАЗМЕР
62 (0-3 мес)
68 (3-6 мес)
74 (6-9 мес)
человечек
велюр
производитель Турция
",Человечек Santa 4684,"62
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/cholovichok-santa-4684-8058-1051x1051.jpg,270грн.,На складе,Да
4682,"Размер
62 (3 мес)
68 (6 мес)
74 (9 мес)
80 (12 мес)
костюм
Боди+штаны+шапка
трехнитка+начес
Производитель Турция
",Комплект для малышей HНН 4682,"62
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/komplekt-dlya-malyat-hnn-4682-8056-1051x1051.jpg,270грн.,На складе,Да
4681,"Размер
62 (3 мес)
68 (6 мес)
74 (9 мес)
80 (12 мес)
костюм
Боди+штаны+шапка
трехнитка+начес
Производитель Турция
",Комплект для малышей 4681,"62
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/komplekt-dlya-malyat-4681-8055-1051x1051.jpg,270грн.,На складе,Да
4680,"Размер
62 (3 мес)
68 (6 мес)
74 (9 мес)
80 (12 мес)
костюм
Боди+штаны+шапка
трехнитка+начес
Производитель Турция
",Комплект для малышей 4680,"62
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/komplekt-dlya-malyat-4680-8054-1051x1051.jpg,270грн.,На складе,Да
4678,"Размер
62 (3 мес)
68 (6 мес)
74 (9 мес)
80 (12 мес)
костюм
Боди+штаны+шапка
трехнитка+начес
Производитель Турция
",Комплект для малышей Merry Christmas 4678,"62
 - 1 шт.      
68
 - 1 шт.      
74
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/komplekt-dlya-malyat-merry-christmas-4678-8052-1051x1051.jpg,270грн.,На складе,Да
4677,"Размер
62 (3 мес)
68 (6 мес)
74 (9 мес)
80 (12 мес)
костюм
Боди+штаны+шапка
трехнитка+начес
Производитель Турция
",Комплект для малышей Santa 4677,"62
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/komplekt-dlya-malyat-santa-4677-8051-1051x1051.jpg,270грн.,На складе,Да
4676,"===РАЗМЕР 74===
КОФТА
длина 31 см
ширина 26 см
плечи 23 см
рукав от плеча 20 см
ШТАНЫ
длина 37 см
шаговый 23 см
бедра 26 см 
===РАЗМЕР 80===
КОФТА
длина 32 см
ширина 27 см
плечи 24 см
рукав от плеча 22 см
ШТАНЫ
длина 40 см
шаговый 24 см
бедра 28 см 
===РАЗМЕР 86===
КОФТА
длина 35 см
ширина 29 см
плечи 24 см
рукав от плеча 24 см
ШТАНЫ
длина 42 см
шаговый 25 см
бедра 29 см 
===РАЗМЕР 92===
КОФТА
длина 38 см
ширина 30 см
плечи 26 см
рукав от плеча 25 см
ШТАНЫ
длина 44 см
шаговый 29 см
бедра 31 см
костюм
Кофта+штаны
трехнитка+начес
утепленный
",Новогодний костюм для девочки 4676,"92
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/novorichniy-kostyum-dlya-divchinki-4676-8050-1051x1051.jpg,300грн.,На складе,Да
4675,"===РАЗМЕР 74===
КОФТА
длина 31 см
ширина 26 см
плечи 23 см
рукав от плеча 20 см
ШТАНЫ
длина 37 см
шаговый 23 см
бедра 26 см 
===РАЗМЕР 80===
КОФТА
длина 32 см
ширина 27 см
плечи 24 см
рукав от плеча 22 см
ШТАНЫ
длина 40 см
шаговый 24 см
бедра 28 см 
===РАЗМЕР 86===
КОФТА
длина 35 см
ширина 29 см
плечи 24 см
рукав от плеча 24 см
ШТАНЫ
длина 42 см
шаговый 25 см
бедра 29 см 
===РАЗМЕР 92===
КОФТА
длина 38 см
ширина 30 см
плечи 26 см
рукав от плеча 25 см
ШТАНЫ
длина 44 см
шаговый 29 см
бедра 31 см
костюм
Кофта+штаны
трехнитка+начес
утепленный
",Новогодний костюм для девочки 4675,"74
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/novorichniy-kostyum-dlya-divchinki-4675-8049-1051x1051.jpg,300грн.,На складе,Да
4674,"===РАЗМЕР 74===
КОФТА
длина 31 см
ширина 26 см
плечи 23 см
рукав от плеча 20 см
ШТАНЫ
длина 37 см
шаговый 23 см
бедра 26 см 
===РАЗМЕР 80===
КОФТА
длина 32 см
ширина 27 см
плечи 24 см
рукав от плеча 22 см
ШТАНЫ
длина 40 см
шаговый 24 см
бедра 28 см 
===РАЗМЕР 86===
КОФТА
длина 35 см
ширина 29 см
плечи 24 см
рукав от плеча 24 см
ШТАНЫ
длина 42 см
шаговый 25 см
бедра 29 см 
===РАЗМЕР 92===
КОФТА
длина 38 см
ширина 30 см
плечи 26 см
рукав от плеча 25 см
ШТАНЫ
длина 44 см
шаговый 29 см
бедра 31 см
костюм
Кофта+штаны
трехнитка+начес
утепленный
",Новогодний костюм для девочки 4674,"74
 - 1 шт.      
80
 - 1 шт.      
92
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/novorichniy-kostyum-dlya-divchinki-4674-8048-1051x1051.jpg,300грн.,На складе,Да
4670,"===РАЗМЕР 86===
длина 36 см
ширина 26 см
плечи 23 см
рукав от плеча 30 см 
===РАЗМЕР 92===
длина 40 см
ширина 29 см
плечи 26 см
рукав от плеча 31 см 
===РАЗМЕР 98===
длина 42 см
ширина 30 см
плечи 26 см
рукав от плеча 32 см
Кофта
акрил 30%(травка)
мягкая
производитель Турция
",Кофта для девочки Cat красная 4670,"86
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kofta-dlya-divchinki-cat-chervona-4670-8043-1051x1051.jpg,285грн.,На складе,Да
4671,"===РАЗМЕР 86===
длина 36 см
ширина 26 см
плечи 23 см
рукав от плеча 30 см 
===РАЗМЕР 92===
длина 40 см
ширина 29 см
плечи 26 см
рукав от плеча 31 см 
===РАЗМЕР 98===
длина 42 см
ширина 30 см
плечи 26 см
рукав от плеча 32 см
Кофта
акрил 30%(травка)
мягкая
производитель Турция
",Кофта для девочки Cat белая 4671,"98
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kofta-dlya-divchinki-cat-bila-4671-8044-1051x1051.jpg,285грн.,На складе,Да
4669,"===РАЗМЕР 86===
длина 36 см
ширина 26 см
плечи 23 см
рукав от плеча 30 см 
===РАЗМЕР 92===
длина 40 см
ширина 29 см
плечи 26 см
рукав от плеча 31 см 
===РАЗМЕР 98===
длина 42 см
ширина 30 см
плечи 26 см
рукав от плеча 32 см
Кофта
акрил 30%(травка)
мягкая
производитель Турция
",Кофта для девочки Cat темно-синяя 4669,"86
 - 1 шт.      
98
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kofta-dlya-divchinki-cat-temno-sinya-4669-8042-1051x1051.jpg,285грн.,На складе,Да
3517,"=== РАЗМЕР 80 ===
ЖИЛЕТ
длина 34 см
ширина 30 см
КОФТА
длина 38 см
ширина 28 см
плечи 25 см
рукав от плеча 30 см
штаны
длина 46 см
шаговый 27 см
бедра 34 см 
=== РАЗМЕР 90 ===
ЖИЛЕТ
длина 36 см
ширина 31 см
КОФТА
длина 40 см
ширина 31 см
плечи 27 см
рукав от плеча 32 см
штаны
длина 52 см
шаговый 31 см
бедра 35 см

=== РАЗМЕР 100 ===
ЖИЛЕТ
длина 39 см
ширина 32 см
КОФТА
длина 43 см
ширина 30 см
плечи 26 см
рукав от плеча 33 см
штаны
длина 54 см
шаговый 32 см
бедра 37 см 
=== РАЗМЕР 110 ===
ЖИЛЕТ
длина 40 см
ширина 33 см
КОФТА
длина 43 см
ширина 30 см
плечи 27 см
рукав от плеча 33 см
штаны
длина 57 см
шаговый 33 см
бедра 39 см
КОСТЮМ-ТРОЙКА
КОФТА+ЖИЛЕТ+ШТАНЫ
ВЕРХ ТРИКОТАЖ
ВНУТРИ МЕХОВУШКА
УТЕПЛЕННЫЙ
",Костюм тройка дитячий OZSL бирюзовый 3517,"90
 - 2 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kostyum-triyka-dityachiy-ozsl-biryuzoviy-3517-8033-1051x1051.jpg,440грн.,На складе,Да
4665,"===РАЗМЕР 74===
длина 38 см
ширина 24 см
плечи 23 см
рукав от плеча 24 см 
===РАЗМЕР 80===
длина 40 см
ширина 27 см
плечи 24 см
рукав от плеча 27 см 
===РАЗМЕР 86===
длина 42 см
ширина 27 см
плечи 24 см
рукав от плеча 27 см 
===РАЗМЕР 92===
длина 45 см
ширина 28 см
плечи 24 см
рукав от плеча 28 см
Платье
верх трикотаж
юбка фатин
подклад ХБ
Производитель Турция
",Платье белый верх Rabbit 4665,"80
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/plattyachko-biliy-verh-rabbit-4665-8032-1051x1051.jpg,300грн.,На складе,Да
4664,"===РАЗМЕР 74===
длина 38 см
ширина 24 см
плечи 23 см
рукав от плеча 24 см 
===РАЗМЕР 80===
длина 40 см
ширина 27 см
плечи 24 см
рукав от плеча 27 см 
===РАЗМЕР 86===
длина 42 см
ширина 27 см
плечи 24 см
рукав от плеча 27 см 
===РАЗМЕР 92===
длина 45 см
ширина 28 см
плечи 24 см
рукав от плеча 28 см
Платье
верх трикотаж
юбка фатин
подклад ХБ
Производитель Турция
",Платье розовый верх Rabbit 4664,"80
 - 1 шт.      
92
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/plattyachko-rozheviy-verh-rabbit-4664-8030-1051x1051.jpg,300грн.,На складе,Да
4663,"===РАЗМЕР 74===
длина 38 см
ширина 24 см
плечи 22 см
рукав от плеча 25 см 
===РАЗМЕР 80===
длина 40 см
ширина 26 см
плечи 23 см
рукав от плеча 26 см 
===РАЗМЕР 86===
длина 43 см
ширина 27 см
плечи 23 см
рукав от плеча 27 см 
===РАЗМЕР 92===
длина 45 см
ширина 28 см
плечи 24 см
рукав от плеча 28 см
Платье
верх трикотаж
юбка фатин
подклад ХБ
Производитель Турция
",Платье серый верх Kitten 4663,"74
 - 1 шт.      
80
 - 1 шт.      
86
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/plattyachko-siriy-verh-kitten-4663-8029-1051x1051.jpg,300грн.,На складе,Да
4662,"===РАЗМЕР 74===
длина 38 см
ширина 24 см
плечи 22 см
рукав от плеча 25 см 
===РАЗМЕР 80===
длина 40 см
ширина 26 см
плечи 23 см
рукав от плеча 26 см 
===РАЗМЕР 86===
длина 43 см
ширина 27 см
плечи 23 см
рукав от плеча 27 см 
===РАЗМЕР 92===
длина 45 см
ширина 28 см
плечи 24 см
рукав от плеча 28 см
Платье
верх трикотаж
юбка фатин
подклад ХБ
Производитель Турция
",Платье розовый верх Kitten 4662,"74
 - 1 шт.      
80
 - нет на складе.      
92
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/plattyachko-rozheviy-verh-kitten-4662-8028-1051x1051.jpg,300грн.,На складе,Да
4661,"===РАЗМЕР 74===
длина 38 см
ширина 24 см
плечи 22 см
рукав от плеча 25 см 
===РАЗМЕР 80===
длина 40 см
ширина 26 см
плечи 23 см
рукав от плеча 26 см 
===РАЗМЕР 86===
длина 43 см
ширина 27 см
плечи 23 см
рукав от плеча 27 см 
===РАЗМЕР 92===
длина 45 см
ширина 28 см
плечи 24 см
рукав от плеча 28 см
Платье
верх трикотаж
юбка фатин
подклад ХБ
Производитель Турция
",Платье белый верх Kitten 4661,"80
 - 1 шт.      
86
 - 1 шт.      
92
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/plattyachko-biliy-verh-kitten-4661-8027-1051x1051.jpg,300грн.,На складе,Да
4660,"===РАЗМЕР 92===
длина 50 см
ширина 29 см
плечи 24 см
рукав от плеча 32 см 
===РАЗМЕР 98===
длина 53 см
ширина 30 см
плечи 25 см
рукав от плеча 32 см 
===РАЗМЕР 104===
длина 55 см
ширина 32 см
плечи 26 см
рукав от плеча 32 см 
===РАЗМЕР 110===
длина 56 см
ширина 33 см
плечи 27 см
рукав от плеча 33 см
Платье
хлопок
Производитель Турция
",Платье темно-синеее Мини 4660,"98
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/plattyachko-temno-sinie-mini-4660-8026-1051x1051.jpg,300грн.,На складе,Да
4658,"===РАЗМЕР 74===
длина 40 см
ширина 24 см
плечи 19 см
рукав от плеча 24 см 
===РАЗМЕР 80===
длина 42 см
ширина 25 см
плечи 20 см
рукав от плеча 26 см 
===РАЗМЕР 86===
длина 46 см
ширина 25 см
плечи 21 см
рукав от плеча 27 см 
===РАЗМЕР 92===
длина 49 см
ширина 27 см
плечи 23 см
рукав от плеча 30 см
Платье
трикотаж
подклад ХБ
сзади замок
Производитель Турция
",Платье белый верх Deer 4658,"74
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/plattyachko-biliy-verh-deer-4658-8024-1051x1051.jpg,370грн.,На складе,Да
4657,"===РАЗМЕР 74===
длина 40 см
ширина 24 см
плечи 19 см
рукав от плеча 24 см 
===РАЗМЕР 80===
длина 42 см
ширина 25 см
плечи 20 см
рукав от плеча 26 см 
===РАЗМЕР 86===
длина 46 см
ширина 25 см
плечи 21 см
рукав от плеча 27 см 
===РАЗМЕР 92===
длина 49 см
ширина 27 см
плечи 23 см
рукав от плеча 30 см
Платье
трикотаж
подклад ХБ
сзади замок
Производитель Турция
",Платье розовый верх Deer 4657,"74
 - 1 шт.      
86
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/plattyachko-rozheviy-verh-deer-4657-8023-1051x1051.jpg,370грн.,На складе,Да
4568,"=== РАЗМЕР 80 ===
КОФТА
длина 35 см
ширина 30 см
плечи 26 см
рукав от плеча 30 см
штаны
длина 47 см
шаговый 27 см
=== РАЗМЕР 90 ===
КОФТА
длина 37 см
ширина 31 см
плечи 26 см
рукав от плеча 32 см
штаны
длина 50 см
шаговый 30 см
=== РАЗМЕР 100 ===
КОФТА
длина 38 см
ширина 32 см
плечи 27 см
рукав от плеча 32 см
штаны
длина 52 см
шаговый 32 см
=== РАЗМЕР 110 ===
КОФТА
длина 40 см
ширина 33 см
плечи 28 см
рукав от плеча 34 см
штаны
длина 55 см
шаговый 34 см
УТЕПЛЕННЫЙ
ВЕРХ ПЛОТНЫЙ ТРИКОТАЖ
ВНУТРИ меховушка
",Костюм для мальчика Bear 4568,"90
 - нет на складе.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kostyum-dlya-hlopchika-bear-4568-8022-1051x1051.jpg,385грн. 400грн.,На складе,Да
4656,"=== РАЗМЕР 80 ===
длина 34 см
ширина 31 см
плечи 24 см
рукав от плеча 30 см 
=== РАЗМЕР 90 ===
длина 38 см
ширина 32 см
плечи 26 см
рукав от плеча 33 см 
=== РАЗМЕР 100 ===
длина 40 см
ширина 34 см
плечи 27 см
рукав от плеча 35 см 
=== РАЗМЕР 110 ===
длина 43 см
ширина 36 см
плечи 28 см
рукав от плеча 39 см 
=== РАЗМЕР 120 ===
длина 45 см
ширина 37 см
плечи 30 см
рукав от плеча 41 см
Курточка
Деми/еврозима
верх полиэстер
подклад нейлон
утеплитель синтепон
",Демисезонная курточка голубая 4656,"120
 - 1 шт.",https://chebyrashka.com.ua/image/cache/catalog/aaa/demisezonna-kurtochka-blakitna-4656-8021-1051x1051.jpg,400грн.,На складе,Да
4567,"===РАЗМЕР 80===
КОФТА
длина 33 см
ширина 32 см
плечи 27 см
рукав от плеча 29 см
ШТАНЫ
длина 47 см
шаговый 27 см 
===РАЗМЕР 90===
КОФТА
длина 36 см
ширина 32 см
плечи 28 см
рукав от плеча 32 см
ШТАНЫ
длина 50 см
шаговый 31 см 
===РАЗМЕР 100===
КОФТА
длина 39 см
ширина 33 см
плечи 28 см
рукав от плеча 33 см
ШТАНЫ
длина 53 см
шаговый 32 см 
===РАЗМЕР 110===
КОФТА
длина 41 см
ширина 33 см
плечи 30 см
рукав от плеча 35 см
ШТАНЫ
длина 54 см
шаговый 35 см
УТЕПЛЕННЫЙ
ВЕРХ ПЛОТНЫЙ ТРИКОТАЖ
ВНУТРИ меховушка
",Костюм для мальчика 4567,"80
 - 1 шт.      
110
 - нет на складе.",https://chebyrashka.com.ua/image/cache/catalog/aaa/kostyum-dlya-hlopchika-stars-4567-8018-1051x1051.jpg,400грн.,На складе,Да
